transaction_id,merchant_id,timestamp,amount,customer_id,payment_method,status,category,campaign_id
TXN0000494,PAYTM_M_001,2026-03-29 14:12:20,105.58,CUST_R0099,UPI,SUCCESS,Tea & Beverages,
TXN0000540,PAYTM_M_001,2026-03-29 14:20:45,700.31,CUST_O0057,Paytm Wallet,SUCCESS,Meals & Combos,
TXN0000576,PAYTM_M_001,2026-03-29 14:23:32,310.19,CUST_N00359,UPI,SUCCESS,Snacks,
TXN0000474,PAYTM_M_001,2026-03-29 14:40:02,246.51,CUST_N00309,UPI,SUCCESS,Snacks,
TXN0000478,PAYTM_M_001,2026-03-29 14:41:59,198.24,CUST_N00310,UPI,SUCCESS,Snacks,
TXN0000522,PAYTM_M_001,2026-03-29 14:48:31,716.74,CUST_O0077,UPI,SUCCESS,Meals & Combos,
TXN0000468,PAYTM_M_001,2026-03-29 14:49:58,113.06,CUST_O0156,UPI,SUCCESS,Tea & Beverages,
TXN0000475,PAYTM_M_001,2026-03-29 14:58:44,90.72,CUST_O0231,UPI,SUCCESS,Tea & Beverages,
TXN0000586,PAYTM_M_001,2026-03-29 16:17:29,678.47,CUST_O0181,UPI,SUCCESS,Meals & Combos,
TXN0000482,PAYTM_M_001,2026-03-29 16:46:13,62.29,CUST_N00313,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000492,PAYTM_M_001,2026-03-29 16:52:14,796.43,CUST_R0026,UPI,SUCCESS,Meals & Combos,
TXN0000483,PAYTM_M_001,2026-03-29 17:07:25,83.46,CUST_N00314,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000513,PAYTM_M_001,2026-03-29 17:18:36,217.24,CUST_N00329,UPI,SUCCESS,Snacks,
TXN0000556,PAYTM_M_001,2026-03-29 17:20:10,136.56,CUST_N00349,Card,SUCCESS,Tea & Beverages,
TXN0000473,PAYTM_M_001,2026-03-29 17:30:18,610.24,CUST_R0108,UPI,SUCCESS,Meals & Combos,
TXN0000544,PAYTM_M_001,2026-03-29 17:37:03,455.11,CUST_O0259,UPI,SUCCESS,Meals & Combos,
TXN0000536,PAYTM_M_001,2026-03-29 17:39:10,529.89,CUST_R0089,Card,SUCCESS,Meals & Combos,
TXN0000532,PAYTM_M_001,2026-03-29 17:41:58,184.44,CUST_O0067,UPI,SUCCESS,Snacks,
TXN0000471,PAYTM_M_001,2026-03-29 17:50:48,123.69,CUST_N00307,UPI,SUCCESS,Tea & Beverages,
TXN0000510,PAYTM_M_001,2026-03-29 17:57:18,219.64,CUST_N00326,UPI,SUCCESS,Snacks,
TXN0000509,PAYTM_M_001,2026-03-29 18:02:17,74.22,CUST_N00325,Cash,SUCCESS,Tea & Beverages,
TXN0000591,PAYTM_M_001,2026-03-29 18:14:56,141.78,CUST_N00367,UPI,SUCCESS,Tea & Beverages,
TXN0000484,PAYTM_M_001,2026-03-29 18:16:49,335.22,CUST_W0696,UPI,SUCCESS,Snacks,
TXN0000525,PAYTM_M_001,2026-03-29 18:17:16,237.19,CUST_R0117,UPI,SUCCESS,Desserts,
TXN0000498,PAYTM_M_001,2026-03-29 18:22:21,305.99,CUST_N00318,Paytm Wallet,SUCCESS,Snacks,
TXN0000579,PAYTM_M_001,2026-03-29 18:28:49,909.47,CUST_O0295,UPI,SUCCESS,Meals & Combos,
TXN0000485,PAYTM_M_001,2026-03-29 18:29:23,137.69,CUST_N00315,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000535,PAYTM_M_001,2026-03-29 18:31:46,292.38,CUST_N00339,Paytm Wallet,SUCCESS,Snacks,
TXN0000561,PAYTM_M_001,2026-03-29 18:33:56,542.75,CUST_O0203,UPI,SUCCESS,Meals & Combos,
TXN0000506,PAYTM_M_001,2026-03-29 18:38:28,259.88,CUST_N00322,Paytm Wallet,SUCCESS,Snacks,
TXN0000531,PAYTM_M_001,2026-03-29 18:41:59,897.43,CUST_N00337,UPI,SUCCESS,Meals & Combos,
TXN0000476,PAYTM_M_001,2026-03-29 18:42:01,129.59,CUST_R0068,UPI,SUCCESS,Tea & Beverages,
TXN0000555,PAYTM_M_001,2026-03-29 18:43:31,149.18,CUST_N00348,UPI,SUCCESS,Tea & Beverages,
TXN0000518,PAYTM_M_001,2026-03-29 18:48:47,718.75,CUST_N00333,UPI,SUCCESS,Meals & Combos,
TXN0000507,PAYTM_M_001,2026-03-29 18:53:46,150.47,CUST_N00323,UPI,SUCCESS,Tea & Beverages,
TXN0000530,PAYTM_M_001,2026-03-29 18:54:39,150.28,CUST_O0267,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000572,PAYTM_M_001,2026-03-29 18:56:10,217.86,CUST_O0101,Paytm Wallet,SUCCESS,Snacks,
TXN0000502,PAYTM_M_001,2026-03-29 19:02:10,102.70,CUST_N00321,UPI,SUCCESS,Tea & Beverages,
TXN0000527,PAYTM_M_001,2026-03-29 19:04:46,90.94,CUST_R0049,UPI,SUCCESS,Tea & Beverages,
TXN0000489,PAYTM_M_001,2026-03-29 19:10:18,740.45,CUST_R0038,UPI,SUCCESS,Meals & Combos,
TXN0000596,PAYTM_M_001,2026-03-29 19:12:32,870.53,CUST_O0357,UPI,SUCCESS,Meals & Combos,
TXN0000582,PAYTM_M_001,2026-03-29 19:13:04,91.74,CUST_O0282,UPI,SUCCESS,Tea & Beverages,
TXN0000519,PAYTM_M_001,2026-03-29 19:13:11,560.63,CUST_O0291,UPI,SUCCESS,Meals & Combos,
TXN0000574,PAYTM_M_001,2026-03-29 19:21:16,138.28,CUST_N00358,UPI,SUCCESS,Tea & Beverages,
TXN0000578,PAYTM_M_001,2026-03-29 19:25:56,245.69,CUST_W0160,UPI,SUCCESS,Snacks,
TXN0000534,PAYTM_M_001,2026-03-29 19:29:32,72.80,CUST_N00338,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000585,PAYTM_M_001,2026-03-29 19:32:29,308.74,CUST_N00363,Paytm Wallet,SUCCESS,Snacks,
TXN0000516,PAYTM_M_001,2026-03-29 19:39:08,170.71,CUST_N00332,UPI,SUCCESS,Snacks,
TXN0000505,PAYTM_M_001,2026-03-29 19:45:14,778.15,CUST_R0071,UPI,SUCCESS,Meals & Combos,
TXN0000590,PAYTM_M_001,2026-03-29 19:51:40,732.52,CUST_N00366,UPI,FAILED,Meals & Combos,
TXN0000568,PAYTM_M_001,2026-03-29 20:02:39,689.78,CUST_R0068,Card,SUCCESS,Meals & Combos,
TXN0000589,PAYTM_M_001,2026-03-29 20:09:44,98.54,CUST_N00365,UPI,SUCCESS,Tea & Beverages,
TXN0000528,PAYTM_M_001,2026-03-29 20:11:12,355.51,CUST_R0011,UPI,SUCCESS,Snacks,
TXN0000533,PAYTM_M_001,2026-03-29 20:17:03,164.90,CUST_O0062,UPI,SUCCESS,Snacks,
TXN0000562,PAYTM_M_001,2026-03-29 20:19:56,220.38,CUST_R0074,Paytm Postpaid,SUCCESS,Snacks,
TXN0000491,PAYTM_M_001,2026-03-29 20:25:45,697.69,CUST_R0111,UPI,SUCCESS,Meals & Combos,
TXN0000558,PAYTM_M_001,2026-03-29 20:26:28,257.38,CUST_W0528,UPI,SUCCESS,Snacks,
TXN0000553,PAYTM_M_001,2026-03-29 20:28:12,147.90,CUST_R0021,UPI,SUCCESS,Tea & Beverages,
TXN0000490,PAYTM_M_001,2026-03-29 20:33:25,138.61,CUST_N00316,UPI,SUCCESS,Tea & Beverages,
TXN0000488,PAYTM_M_001,2026-03-29 20:34:15,280.52,CUST_W0234,Card,SUCCESS,Snacks,
TXN0000487,PAYTM_M_001,2026-03-29 20:40:17,264.64,CUST_O0315,UPI,SUCCESS,Desserts,
TXN0000517,PAYTM_M_001,2026-03-29 20:41:40,448.39,CUST_R0108,UPI,SUCCESS,Meals & Combos,
TXN0000512,PAYTM_M_001,2026-03-29 20:51:15,251.51,CUST_N00328,UPI,SUCCESS,Snacks,
TXN0000581,PAYTM_M_001,2026-03-29 20:53:52,783.83,CUST_O0041,Paytm Wallet,SUCCESS,Meals & Combos,
TXN0000599,PAYTM_M_001,2026-03-29 20:54:05,342.42,CUST_N00371,Card,SUCCESS,Snacks,
TXN0000550,PAYTM_M_001,2026-03-29 20:56:53,354.23,CUST_N00346,UPI,SUCCESS,Snacks,
TXN0000566,PAYTM_M_001,2026-03-29 20:58:10,129.04,CUST_N00354,UPI,SUCCESS,Tea & Beverages,
TXN0000565,PAYTM_M_001,2026-03-29 20:58:15,618.80,CUST_N00353,UPI,SUCCESS,Meals & Combos,
TXN0000598,PAYTM_M_001,2026-03-29 21:20:38,269.64,CUST_W0526,Card,SUCCESS,Snacks,
TXN0000575,PAYTM_M_001,2026-03-29 21:23:03,63.69,CUST_R0105,UPI,SUCCESS,Tea & Beverages,
TXN0000504,PAYTM_M_001,2026-03-29 21:23:26,216.40,CUST_R0067,UPI,SUCCESS,Snacks,
TXN0000551,PAYTM_M_001,2026-03-29 21:24:28,192.07,CUST_O0292,Paytm Wallet,SUCCESS,Desserts,
TXN0000503,PAYTM_M_001,2026-03-29 21:29:10,324.82,CUST_O0142,UPI,SUCCESS,Snacks,
TXN0000549,PAYTM_M_001,2026-03-29 21:42:03,219.03,CUST_N00345,UPI,SUCCESS,Snacks,
TXN0000526,PAYTM_M_001,2026-03-29 21:54:26,183.61,CUST_R0036,UPI,SUCCESS,Snacks,
TXN0000521,PAYTM_M_001,2026-03-29 21:57:27,1516.51,CUST_N00335,Cash,SUCCESS,Bulk / Party Order,
TXN0000605,PAYTM_M_001,2026-03-30 08:07:53,118.84,CUST_N00374,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000675,PAYTM_M_001,2026-03-30 08:13:19,103.10,CUST_N00408,UPI,SUCCESS,Tea & Beverages,
TXN0000607,PAYTM_M_001,2026-03-30 08:32:42,107.14,CUST_N00375,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000690,PAYTM_M_001,2026-03-30 08:45:55,670.37,CUST_R0106,Paytm Wallet,SUCCESS,Meals & Combos,
TXN0000666,PAYTM_M_001,2026-03-30 08:52:24,147.71,CUST_N00403,Paytm Wallet,SUCCESS,Snacks,
TXN0000604,PAYTM_M_001,2026-03-30 08:59:51,296.00,CUST_N00373,UPI,SUCCESS,Snacks,
TXN0000622,PAYTM_M_001,2026-03-30 09:08:27,145.42,CUST_O0334,Card,SUCCESS,Snacks,
TXN0000636,PAYTM_M_001,2026-03-30 09:09:15,269.49,CUST_N00388,Card,FAILED,Snacks,
TXN0000608,PAYTM_M_001,2026-03-30 09:10:34,127.55,CUST_N00376,UPI,SUCCESS,Tea & Beverages,
TXN0000702,PAYTM_M_001,2026-03-30 09:20:31,292.19,CUST_W0684,Card,SUCCESS,Snacks,
TXN0000652,PAYTM_M_001,2026-03-30 09:26:43,125.87,CUST_N00398,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000618,PAYTM_M_001,2026-03-30 09:52:09,102.97,CUST_N00380,Card,SUCCESS,Tea & Beverages,
TXN0000662,PAYTM_M_001,2026-03-30 09:57:14,130.50,CUST_O0211,Cash,SUCCESS,Snacks,
TXN0000642,PAYTM_M_001,2026-03-30 09:57:32,248.62,CUST_R0094,UPI,SUCCESS,Desserts,
TXN0000647,PAYTM_M_001,2026-03-30 10:02:50,314.04,CUST_N00395,UPI,SUCCESS,Snacks,
TXN0000613,PAYTM_M_001,2026-03-30 10:07:01,192.87,CUST_R0097,UPI,SUCCESS,Snacks,
TXN0000694,PAYTM_M_001,2026-03-30 10:10:42,661.45,CUST_N00420,Paytm Postpaid,SUCCESS,Meals & Combos,
TXN0000659,PAYTM_M_001,2026-03-30 10:19:46,129.09,CUST_N00399,UPI,SUCCESS,Tea & Beverages,
TXN0000649,PAYTM_M_001,2026-03-30 10:26:28,1112.25,CUST_R0106,UPI,SUCCESS,Bulk / Party Order,
TXN0000646,PAYTM_M_001,2026-03-30 10:33:33,186.43,CUST_W0637,UPI,SUCCESS,Snacks,
TXN0000681,PAYTM_M_001,2026-03-30 10:37:44,128.59,CUST_N00412,UPI,SUCCESS,Tea & Beverages,
TXN0000705,PAYTM_M_001,2026-03-30 10:57:42,237.33,CUST_N00426,UPI,SUCCESS,Snacks,
TXN0000686,PAYTM_M_001,2026-03-30 12:01:56,229.87,CUST_W0172,UPI,SUCCESS,Snacks,
TXN0000676,PAYTM_M_001,2026-03-30 12:03:11,220.76,CUST_O0151,UPI,SUCCESS,Snacks,
TXN0000668,PAYTM_M_001,2026-03-30 12:08:05,286.63,CUST_N00404,Cash,SUCCESS,Snacks,
TXN0000619,PAYTM_M_001,2026-03-30 12:12:59,85.12,CUST_R0090,UPI,SUCCESS,Tea & Beverages,
TXN0000643,PAYTM_M_001,2026-03-30 12:17:31,235.74,CUST_N00392,UPI,SUCCESS,Desserts,
TXN0000626,PAYTM_M_001,2026-03-30 12:46:11,130.87,CUST_R0082,UPI,SUCCESS,Tea & Beverages,
TXN0000661,PAYTM_M_001,2026-03-30 12:47:29,308.94,CUST_O0000,UPI,SUCCESS,Snacks,
TXN0000645,PAYTM_M_001,2026-03-30 12:52:18,84.59,CUST_N00394,UPI,SUCCESS,Tea & Beverages,
TXN0000624,PAYTM_M_001,2026-03-30 12:56:30,302.55,CUST_N00382,UPI,SUCCESS,Snacks,
TXN0000660,PAYTM_M_001,2026-03-30 13:26:42,579.49,CUST_N00400,Paytm Postpaid,FAILED,Meals & Combos,
TXN0000673,PAYTM_M_001,2026-03-30 13:28:50,83.69,CUST_N00407,UPI,SUCCESS,Tea & Beverages,
TXN0000693,PAYTM_M_001,2026-03-30 13:31:19,105.48,CUST_N00419,UPI,SUCCESS,Tea & Beverages,
TXN0000639,PAYTM_M_001,2026-03-30 13:31:40,274.04,CUST_N00389,UPI,SUCCESS,Snacks,
TXN0000704,PAYTM_M_001,2026-03-30 13:35:56,280.61,CUST_R0032,UPI,SUCCESS,Snacks,
TXN0000670,PAYTM_M_001,2026-03-30 13:53:56,71.59,CUST_N00405,UPI,SUCCESS,Tea & Beverages,
TXN0000641,PAYTM_M_001,2026-03-30 13:55:29,86.43,CUST_N00391,UPI,SUCCESS,Tea & Beverages,
TXN0000672,PAYTM_M_001,2026-03-30 13:58:36,104.13,CUST_R0037,UPI,SUCCESS,Tea & Beverages,
TXN0000699,PAYTM_M_001,2026-03-30 14:13:44,95.85,CUST_N00423,UPI,SUCCESS,Tea & Beverages,
TXN0000683,PAYTM_M_001,2026-03-30 14:18:59,310.93,CUST_O0026,UPI,SUCCESS,Snacks,
TXN0000623,PAYTM_M_001,2026-03-30 14:19:03,95.76,CUST_R0008,Paytm Postpaid,SUCCESS,Tea & Beverages,
TXN0000665,PAYTM_M_001,2026-03-30 14:19:15,125.96,CUST_R0009,UPI,SUCCESS,Tea & Beverages,
TXN0000655,PAYTM_M_001,2026-03-30 14:28:09,85.13,CUST_O0271,UPI,SUCCESS,Tea & Beverages,
TXN0000679,PAYTM_M_001,2026-03-30 14:38:27,138.62,CUST_N00410,Paytm Postpaid,SUCCESS,Tea & Beverages,
TXN0000677,PAYTM_M_001,2026-03-30 14:40:14,101.17,CUST_N00409,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000678,PAYTM_M_001,2026-03-30 14:56:55,83.34,CUST_R0024,UPI,SUCCESS,Tea & Beverages,
TXN0000644,PAYTM_M_001,2026-03-30 14:56:59,109.25,CUST_N00393,UPI,SUCCESS,Tea & Beverages,
TXN0000667,PAYTM_M_001,2026-03-30 15:32:03,85.83,CUST_W0303,UPI,SUCCESS,Tea & Beverages,
TXN0000656,PAYTM_M_001,2026-03-30 15:38:47,148.41,CUST_O0232,UPI,SUCCESS,Snacks,
TXN0000687,PAYTM_M_001,2026-03-30 16:07:42,653.37,CUST_N00416,Paytm Wallet,SUCCESS,Meals & Combos,
TXN0000630,PAYTM_M_001,2026-03-30 16:23:30,737.02,CUST_R0072,UPI,SUCCESS,Meals & Combos,
TXN0000685,PAYTM_M_001,2026-03-30 16:41:30,608.61,CUST_N00415,UPI,SUCCESS,Meals & Combos,
TXN0000689,PAYTM_M_001,2026-03-30 17:23:01,589.97,CUST_O0362,UPI,SUCCESS,Meals & Combos,
TXN0000657,PAYTM_M_001,2026-03-30 17:24:06,91.99,CUST_W0335,UPI,SUCCESS,Tea & Beverages,
TXN0000609,PAYTM_M_001,2026-03-30 17:29:29,148.62,CUST_O0030,Paytm Postpaid,SUCCESS,Snacks,
TXN0000691,PAYTM_M_001,2026-03-30 17:32:19,214.75,CUST_N00418,UPI,SUCCESS,Snacks,
TXN0000669,PAYTM_M_001,2026-03-30 17:35:55,93.40,CUST_O0268,UPI,SUCCESS,Tea & Beverages,
TXN0000651,PAYTM_M_001,2026-03-30 18:00:00,156.71,CUST_N00397,UPI,SUCCESS,Snacks,
TXN0000684,PAYTM_M_001,2026-03-30 18:08:46,169.58,CUST_N00414,UPI,SUCCESS,Snacks,
TXN0000664,PAYTM_M_001,2026-03-30 18:12:31,174.66,CUST_N00402,Paytm Wallet,SUCCESS,Snacks,
TXN0000674,PAYTM_M_001,2026-03-30 18:20:50,209.11,CUST_R0067,UPI,SUCCESS,Snacks,
TXN0000682,PAYTM_M_001,2026-03-30 18:33:39,816.48,CUST_N00413,UPI,SUCCESS,Meals & Combos,
TXN0000706,PAYTM_M_001,2026-03-30 18:43:06,240.02,CUST_N00427,UPI,SUCCESS,Snacks,
TXN0000663,PAYTM_M_001,2026-03-30 18:43:32,120.99,CUST_N00401,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000621,PAYTM_M_001,2026-03-30 18:43:34,408.55,CUST_N00381,UPI,SUCCESS,Meals & Combos,
TXN0000625,PAYTM_M_001,2026-03-30 18:45:02,68.24,CUST_N00383,UPI,SUCCESS,Tea & Beverages,
TXN0000640,PAYTM_M_001,2026-03-30 18:47:01,329.90,CUST_N00390,UPI,SUCCESS,Snacks,
TXN0000658,PAYTM_M_001,2026-03-30 18:47:33,80.31,CUST_W0388,Paytm Postpaid,SUCCESS,Tea & Beverages,
TXN0000680,PAYTM_M_001,2026-03-30 18:59:25,308.14,CUST_N00411,UPI,SUCCESS,Snacks,
TXN0000671,PAYTM_M_001,2026-03-30 19:05:08,328.52,CUST_N00406,UPI,SUCCESS,Desserts,
TXN0000701,PAYTM_M_001,2026-03-30 19:17:29,271.26,CUST_N00425,UPI,FAILED,Snacks,
TXN0000654,PAYTM_M_001,2026-03-30 19:19:32,128.10,CUST_R0075,UPI,SUCCESS,Tea & Beverages,
TXN0000692,PAYTM_M_001,2026-03-30 19:22:24,323.59,CUST_R0084,UPI,SUCCESS,Snacks,
TXN0000700,PAYTM_M_001,2026-03-30 19:35:18,284.24,CUST_N00424,UPI,SUCCESS,Snacks,
TXN0000615,PAYTM_M_001,2026-03-30 19:44:42,78.32,CUST_N00379,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000650,PAYTM_M_001,2026-03-30 19:45:59,482.50,CUST_O0017,UPI,SUCCESS,Meals & Combos,
TXN0000606,PAYTM_M_001,2026-03-30 19:47:41,1097.06,CUST_R0048,UPI,SUCCESS,Bulk / Party Order,
TXN0000611,PAYTM_M_001,2026-03-30 19:49:26,102.86,CUST_R0023,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000632,PAYTM_M_001,2026-03-30 19:51:21,190.26,CUST_N00386,UPI,SUCCESS,Snacks,
TXN0000698,PAYTM_M_001,2026-03-30 19:58:23,124.93,CUST_N00422,UPI,SUCCESS,Tea & Beverages,
TXN0000635,PAYTM_M_001,2026-03-30 20:02:54,182.98,CUST_N00387,Paytm Wallet,SUCCESS,Snacks,
TXN0000617,PAYTM_M_001,2026-03-30 20:04:45,496.19,CUST_O0350,UPI,SUCCESS,Meals & Combos,
TXN0000620,PAYTM_M_001,2026-03-30 20:05:29,84.94,CUST_R0004,UPI,SUCCESS,Tea & Beverages,
TXN0000638,PAYTM_M_001,2026-03-30 20:13:36,750.57,CUST_R0037,UPI,SUCCESS,Meals & Combos,
TXN0000703,PAYTM_M_001,2026-03-30 20:20:36,262.67,CUST_O0302,UPI,SUCCESS,Snacks,
TXN0000612,PAYTM_M_001,2026-03-30 20:27:04,233.83,CUST_R0060,UPI,SUCCESS,Desserts,
TXN0000629,PAYTM_M_001,2026-03-30 20:27:39,353.09,CUST_R0063,UPI,SUCCESS,Snacks,
TXN0000688,PAYTM_M_001,2026-03-30 20:30:49,152.76,CUST_N00417,UPI,SUCCESS,Tea & Beverages,
TXN0000696,PAYTM_M_001,2026-03-30 20:36:16,497.08,CUST_W0271,UPI,SUCCESS,Meals & Combos,
TXN0000633,PAYTM_M_001,2026-03-30 20:47:44,99.22,CUST_O0061,UPI,SUCCESS,Tea & Beverages,
TXN0000695,PAYTM_M_001,2026-03-30 20:48:19,84.79,CUST_N00421,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000614,PAYTM_M_001,2026-03-30 20:53:55,92.33,CUST_N00378,UPI,SUCCESS,Tea & Beverages,
TXN0000631,PAYTM_M_001,2026-03-30 20:56:53,287.54,CUST_N00385,Paytm Postpaid,SUCCESS,Snacks,
TXN0000648,PAYTM_M_001,2026-03-30 21:06:15,611.83,CUST_N00396,UPI,SUCCESS,Meals & Combos,
TXN0000610,PAYTM_M_001,2026-03-30 21:14:12,112.26,CUST_N00377,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000627,PAYTM_M_001,2026-03-30 21:15:46,115.16,CUST_N00384,Card,SUCCESS,Tea & Beverages,
TXN0000637,PAYTM_M_001,2026-03-30 21:16:21,221.19,CUST_O0343,UPI,SUCCESS,Snacks,
TXN0000653,PAYTM_M_001,2026-03-30 21:17:25,314.39,CUST_R0022,Card,SUCCESS,Snacks,
TXN0000634,PAYTM_M_001,2026-03-30 21:21:45,600.29,CUST_R0087,Paytm Wallet,SUCCESS,Meals & Combos,
TXN0000697,PAYTM_M_001,2026-03-30 21:37:33,116.05,CUST_O0075,UPI,SUCCESS,Tea & Beverages,
TXN0000616,PAYTM_M_001,2026-03-30 21:47:26,164.51,CUST_O0256,Paytm Wallet,FAILED,Snacks,
TXN0000628,PAYTM_M_001,2026-03-30 21:57:36,112.52,CUST_R0035,UPI,SUCCESS,Tea & Beverages,
TXN0000771,PAYTM_M_001,2026-03-31 08:03:09,537.00,CUST_O0148,UPI,SUCCESS,Meals & Combos,
TXN0000718,PAYTM_M_001,2026-03-31 08:07:27,87.11,CUST_R0091,Card,SUCCESS,Tea & Beverages,
TXN0000743,PAYTM_M_001,2026-03-31 08:17:34,604.10,CUST_N00445,UPI,SUCCESS,Meals & Combos,
TXN0000780,PAYTM_M_001,2026-03-31 08:30:54,262.34,CUST_N00467,UPI,SUCCESS,Snacks,
TXN0000766,PAYTM_M_001,2026-03-31 08:32:20,768.45,CUST_O0050,UPI,SUCCESS,Meals & Combos,
TXN0000737,PAYTM_M_001,2026-03-31 08:32:45,471.96,CUST_N00443,UPI,SUCCESS,Meals & Combos,
TXN0000754,PAYTM_M_001,2026-03-31 08:45:20,68.44,CUST_R0079,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000774,PAYTM_M_001,2026-03-31 08:53:04,719.73,CUST_W0457,Paytm Wallet,SUCCESS,Meals & Combos,
TXN0000707,PAYTM_M_001,2026-03-31 09:03:54,104.15,CUST_O0205,UPI,SUCCESS,Tea & Beverages,
TXN0000800,PAYTM_M_001,2026-03-31 09:07:47,273.37,CUST_O0068,Paytm Wallet,SUCCESS,Desserts,
TXN0000791,PAYTM_M_001,2026-03-31 09:28:40,264.27,CUST_O0086,Paytm Wallet,SUCCESS,Snacks,
TXN0000756,PAYTM_M_001,2026-03-31 09:45:58,276.64,CUST_N00453,UPI,SUCCESS,Desserts,
TXN0000750,PAYTM_M_001,2026-03-31 09:46:42,418.53,CUST_R0014,UPI,SUCCESS,Meals & Combos,
TXN0000753,PAYTM_M_001,2026-03-31 09:49:45,96.87,CUST_N00451,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000744,PAYTM_M_001,2026-03-31 10:08:49,248.84,CUST_N00446,Cash,SUCCESS,Snacks,
TXN0000798,PAYTM_M_001,2026-03-31 10:08:53,1007.04,CUST_N00476,UPI,SUCCESS,Bulk / Party Order,
TXN0000784,PAYTM_M_001,2026-03-31 10:22:01,367.29,CUST_O0144,UPI,SUCCESS,Meals & Combos,
TXN0000742,PAYTM_M_001,2026-03-31 10:23:22,74.38,CUST_R0037,UPI,SUCCESS,Tea & Beverages,
TXN0000732,PAYTM_M_001,2026-03-31 10:31:14,296.10,CUST_O0306,UPI,SUCCESS,Snacks,
TXN0000740,PAYTM_M_001,2026-03-31 10:35:35,67.33,CUST_R0035,Card,SUCCESS,Tea & Beverages,
TXN0000767,PAYTM_M_001,2026-03-31 10:40:08,92.85,CUST_N00459,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000776,PAYTM_M_001,2026-03-31 10:41:50,294.98,CUST_N00465,UPI,SUCCESS,Snacks,
TXN0000770,PAYTM_M_001,2026-03-31 11:10:38,256.21,CUST_O0323,UPI,SUCCESS,Snacks,
TXN0000747,PAYTM_M_001,2026-03-31 11:18:53,76.46,CUST_O0217,UPI,SUCCESS,Tea & Beverages,
TXN0000724,PAYTM_M_001,2026-03-31 11:19:02,130.54,CUST_N00436,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000755,PAYTM_M_001,2026-03-31 11:36:55,623.86,CUST_N00452,UPI,SUCCESS,Meals & Combos,
TXN0000727,PAYTM_M_001,2026-03-31 11:59:22,136.09,CUST_R0052,UPI,SUCCESS,Tea & Beverages,
TXN0000745,PAYTM_M_001,2026-03-31 12:00:00,443.42,CUST_N00447,Card,SUCCESS,Meals & Combos,
TXN0000775,PAYTM_M_001,2026-03-31 12:21:05,274.96,CUST_N00464,UPI,SUCCESS,Snacks,
TXN0000759,PAYTM_M_001,2026-03-31 12:31:06,291.08,CUST_N00455,UPI,SUCCESS,Snacks,
TXN0000716,PAYTM_M_001,2026-03-31 12:32:16,63.26,CUST_R0025,Paytm Wallet,SUCCESS,Tea & Beverages,
TXN0000804,PAYTM_M_001,2026-03-31 12:32:24,140.19,CUST_N00480,Card,SUCCESS,Tea & Beverages,
TXN0000777,PAYTM_M_001,2026-03-31 12:38:12,695.05,CUST_O0100,UPI,SUCCESS,Meals & Combos,
TXN0000749,PAYTM_M_001,2026-03-31 12:39:53,123.64,CUST_N00449,Paytm Postpaid,SUCCESS,Tea & Beverages,
TXN0000785,PAYTM_M_001,2026-03-31 12:41:16,389.08,CUST_W0804,Paytm Wallet,SUCCESS,Meals & Combos,
TXN0000708,PAYTM_M_001,2026-03-31 12:59:53,454.81,CUST_R0115,Paytm Postpaid,SUCCESS,Meals & Combos,
TXN0000788,PAYTM_M_001,2026-03-31 13:00:48,191.41,CUST_R0004,UPI,SUCCESS,Snacks,
TXN0000726,PAYTM_M_001,2026-03-31 13:01:33,470.62,CUST_R0081,UPI,SUCCESS,Meals & Combos,
TXN0000761,PAYTM_M_001,2026-03-31 13:02:14,279.36,CUST_W0333,UPI,SUCCESS,Snacks,
TXN0000773,PAYTM_M_001,2026-03-31 13:07:20,124.78,CUST_N00463,Paytm Postpaid,SUCCESS,Tea & Beverages,
TXN0000722,PAYTM_M_001,2026-03-31 13:22:08,255.09,CUST_O0120,UPI,SUCCESS,Desserts,
TXN0000758,PAYTM_M_001,2026-03-31 13:51:43,658.67,CUST_R0022,Card,SUCCESS,Meals & Combos,
TXN0000795,PAYTM_M_001,2026-03-31 14:00:58,63.69,CUST_R0070,UPI,SUCCESS,Tea & Beverages,
TXN0000786,PAYTM_M_001,2026-03-31 14:14:44,782.28,CUST_N00469,UPI,SUCCESS,Meals & Combos,
TXN0000712,PAYTM_M_001,2026-03-31 14:24:19,452.97,CUST_O0000,UPI,SUCCESS,Meals & Combos,
